"DISTRICT_ID","DISTRICT_NAME","PROVINCE_ID"
649,"HUYỆN MANG THÍT",57
650,"HUYỆN BA TRI",58
651,"HUYỆN CHỢ LÁCH",58
652,"HUYỆN BÌNH ĐẠI",58
653,"HUYỆN MỎ CÀY NAM",58
654,"HUYỆN MỎ CÀY BẮC",58
655,"HUYỆN THẠNH PHÚ",58
656,"HUYỆN GIỒNG TRÔM",58
657,"HUYỆN CHÂU THÀNH",58
658,"THÀNH PHỐ BẾN TRE",58
659,"HUYỆN AN BIÊN",59
660,"HUYỆN GIỒNG RIỀNG",59
661,"HUYỆN U MINH THƯỢNG",59
662,"HUYỆN KIÊN LƯƠNG",59
663,"HUYỆN CHÂU THÀNH",59
664,"HUYỆN HÒN ĐẤT",59
665,"HUYÊN GIANG THÀNH",59
666,"HUYỆN VĨNH THUẬN",59
667,"THÀNH PHỐ RẠCH GIÁ",59
668,"HUYỆN TÂN HIỆP",59
669,"HUYỆN PHÚ QUỐC",59
670,"HUYỆN GÒ QUAO",59
671,"THỊ XÃ HÀ TIÊN",59
672,"HUYỆN KIÊN HẢI",59
673,"HUYỆN AN MINH",59
674,"HUYỆN TRÀ CÚ",60
675,"HUYỆN DUYÊN HẢI",60
676,"HUYỆN CẦU KÈ",60
677,"HUYỆN CÀNG LONG",60
678,"HUYỆN CHÂU THÀNH",60
679,"HUYỆN CẦU NGANG",60
680,"THỊ XÃ TRÀ VINH",60
681,"HUYỆN TIỂU CẦN",60
682,"HUYỆN LONG PHÚ",61
683,"HUYỆN THẠNH TRỊ",61
684,"HUYỆN CHÂU THÀNH",61
685,"HUYỆN NGÃ NĂM",61
686,"HUYỆN KẾ SÁCH",61
687,"HUYỆN CÙ LAO DUNG",61
688,"HUYỆN TRẦN ĐỀ",61
689,"THÀNH PHỐ SÓC TRĂNG",61
690,"HUYỆN MỸ XUYÊN",61
691,"HUYỆN MỸ TÚ",61
692,"HUYỆN VĨNH CHÂU",61
693,"HUYỆN HÒA BÌNH",62
694,"HUYỆN ĐÔNG HẢI",62
695,"THỊ XÃ BẠC LIÊU",62
696,"HUYỆN GIÁ RAI",62
697,"HUYỆN VĨNH LỢI",62
698,"HUYỆN HỒNG DÂN",62
699,"HUYỆN PHƯỚC LONG",62
700,"HUYỆN CÁI NƯỚC",63
701,"HUYỆN NĂM CĂN",63
702,"HUYỆN ĐẦM DƠI",63
703,"HUYỆN NGỌC HIỂN",63
704,"HUYỆN U MINH",63
705,"HUYỆN TRẦN VĂN THỜI",63
706,"HUYỆN PHÚ TÂN",63
707,"THÀNH PHỐ CÀ MAU",63
708,"HUYỆN THỚI BÌNH",63
709,"THÀNH PHỐ ĐIỆN BIÊN PHỦ",64
710,"HUYỆN ĐIỆN BIÊN",64
711,"HUYỆN ĐIỆN BIÊN ĐÔNG",64
712,"THỊ XÃ MƯỜNG LAY",64
713,"HUYỆN MƯỜNG NHÉ",64
714,"HUYỆN MƯỜNG ÁNG",64
715,"HUYỆN NẬM PỒ",64
716,"HUYỆN MƯỜNG CHÀ",64
717,"HUYỆN TỦA CHÙA",64
718,"HUYỆN TUẦN GIÁO",64
